"AppellationDorigineControlee","Lait","Type","AireDeProduction","AnneeDobtentionDeLAOC","CI","Departement","Commune","Aire geographique","IDA"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12023","AVEYRON","Bastide-Solages","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12022","AVEYRON","Bastide-Pradines","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12021","AVEYRON","BasSegala","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12056","AVEYRON","Baraqueville","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12020","AVEYRON","Balsac","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12019","AVEYRON","Balaguier-sur-Rance","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12017","AVEYRON","Ayssenes","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12016","AVEYRON","Auzits","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12015","AVEYRON","Auriac-Lagast","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12014","AVEYRON","Aurelle-Verlac","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12012","AVEYRON","Asprieres","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12011","AVEYRON","Arvieu","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12010","AVEYRON","Arques","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12009","AVEYRON","Arnac-sur-Dourdou","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12008","AVEYRON","Anglars-Saint-Felix","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12006","AVEYRON","Alrance","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12003","AVEYRON","Albres","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12002","AVEYRON","Aguessac","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","12001","AVEYRON","Agen-d'Aveyron","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11428","AUDE","Villemagne","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11413","AUDE","Villardonnel","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11407","AUDE","Verdun-en-Lauragais","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11391","AUDE","Tourette-Cabardes","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11367","AUDE","Saissac","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11339","AUDE","Saint-Denis","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11319","AUDE","Roquefere","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11297","AUDE","Pradelles-Cabardes","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11253","AUDE","Montolieu","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11232","AUDE","Miraval-Cabardes","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11226","AUDE","Mayreville","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11222","AUDE","Mas-Cabardes","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11221","AUDE","Martys","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11200","AUDE","Lespinassiere","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11189","AUDE","Laprade","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11182","AUDE","Lacombe","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11180","AUDE","Labastide-Esparbairenque","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11156","AUDE","Fraisse-Cabardes","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11150","AUDE","Fontiers-Cabardes","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11136","AUDE","Fanjeaux","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11115","AUDE","Cuxac-Cabardes","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11089","AUDE","Cenne-Monesties","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11079","AUDE","Caudebronde","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11075","AUDE","Castans","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11052","AUDE","Brousses-et-Villaret","Roquefort","1483"
"Roquefort","Brebis","Pâte persillée","Aude, Aveyron, Gard, Hérault, Lozère et Tarn","1925","11033","AUDE","Belpech","Roquefort","1483"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63473","PUY-DE-DOME","Yssac-la-Tourette","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63472","PUY-DE-DOME","Yronde-et-Buron","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63471","PUY-DE-DOME","Youx","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63470","PUY-DE-DOME","Volvic","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63469","PUY-DE-DOME","Vollore-Ville","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63468","PUY-DE-DOME","Vollore-Montagne","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63467","PUY-DE-DOME","Voingt","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63466","PUY-DE-DOME","Vodable","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63465","PUY-DE-DOME","Viverols","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63464","PUY-DE-DOME","Vitrac","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63463","PUY-DE-DOME","Viscomtat","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63462","PUY-DE-DOME","Virlet","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63461","PUY-DE-DOME","Vinzelles","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63460","PUY-DE-DOME","Villosanges","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63459","PUY-DE-DOME","Villeneuve-les-Cerfs","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63458","PUY-DE-DOME","Villeneuve","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63456","PUY-DE-DOME","Vichel","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63457","PUY-DE-DOME","Vic-le-Comte","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63455","PUY-DE-DOME","Veyre-Monton","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63454","PUY-DE-DOME","Vertolaye","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63453","PUY-DE-DOME","Vertaizon","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63452","PUY-DE-DOME","Verrieres","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63451","PUY-DE-DOME","Vernines","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63450","PUY-DE-DOME","Verneugheol","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63449","PUY-DE-DOME","Vernet-Sainte-Marguerite","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63448","PUY-DE-DOME","Vernet-la-Varenne","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63447","PUY-DE-DOME","Vergheas","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63446","PUY-DE-DOME","Vensat","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63445","PUY-DE-DOME","Vassel","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63444","PUY-DE-DOME","Varennes-sur-Usson","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63443","PUY-DE-DOME","Varennes-sur-Morge","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63442","PUY-DE-DOME","Valz-sous-Cheteauneuf","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63441","PUY-DE-DOME","Valcivieres","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63440","PUY-DE-DOME","Valbeleix","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63439","PUY-DE-DOME","Usson","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63438","PUY-DE-DOME","Trezioux","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63437","PUY-DE-DOME","Tremouille-Saint-Loup","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63436","PUY-DE-DOME","Tralaigues","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63435","PUY-DE-DOME","Tourzel-Ronzieres","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63434","PUY-DE-DOME","Tours-sur-Meymont","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63192","PUY-DE-DOME","Tour-d'Auvergne","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63433","PUY-DE-DOME","Tortebesse","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63432","PUY-DE-DOME","Thuret","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63431","PUY-DE-DOME","Thiolieres","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63430","PUY-DE-DOME","Thiers","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63429","PUY-DE-DOME","Ternant-les-Eaux","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63428","PUY-DE-DOME","Teilhet","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63427","PUY-DE-DOME","Teilhede","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63426","PUY-DE-DOME","Tauves","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63425","PUY-DE-DOME","Tallende","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63424","PUY-DE-DOME","Surat","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63423","PUY-DE-DOME","Sugeres","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63422","PUY-DE-DOME","Solignat","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63421","PUY-DE-DOME","Singles","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63420","PUY-DE-DOME","Seychalles","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63419","PUY-DE-DOME","Servant","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63418","PUY-DE-DOME","Sermentizon","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63417","PUY-DE-DOME","Sayat","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63416","PUY-DE-DOME","Savennes","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63415","PUY-DE-DOME","Sauxillanges","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63414","PUY-DE-DOME","Sauviat","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63413","PUY-DE-DOME","Sauvetat","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63412","PUY-DE-DOME","Sauvessanges","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63411","PUY-DE-DOME","Sauvagnat-Sainte-Marthe","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63410","PUY-DE-DOME","Sauvagnat","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63409","PUY-DE-DOME","Saurier","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63408","PUY-DE-DOME","Sauret-Besserve","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63407","PUY-DE-DOME","Saulzet-le-Froid","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63406","PUY-DE-DOME","Sardon","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63405","PUY-DE-DOME","Salledes","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63329","PUY-DE-DOME","Sainte-Christine","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63328","PUY-DE-DOME","Sainte-Catherine","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63310","PUY-DE-DOME","Sainte-Agathe","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63404","PUY-DE-DOME","Saint-Yvoine","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63403","PUY-DE-DOME","Saint-Vincent","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63402","PUY-DE-DOME","Saint-Victor-Montvianeix","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63401","PUY-DE-DOME","Saint-Victor-la-Riviere","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63400","PUY-DE-DOME","Saint-Sylvestre-Pragoulin","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63399","PUY-DE-DOME","Saint-Sulpice","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63398","PUY-DE-DOME","Saint-Sauveur-la-Sagne","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63397","PUY-DE-DOME","Saint-Sauves-d'Auvergne","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63396","PUY-DE-DOME","Saint-Saturnin","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63395","PUY-DE-DOME","Saint-Sandoux","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63394","PUY-DE-DOME","Saint-Romain","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63393","PUY-DE-DOME","Saint-Remy-sur-Durolle","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63392","PUY-DE-DOME","Saint-Remy-de-Chargnat","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63391","PUY-DE-DOME","Saint-Remy-de-Blot","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63390","PUY-DE-DOME","Saint-Quintin-sur-Sioule","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63389","PUY-DE-DOME","Saint-Quentin-sur-Sauxillanges","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63388","PUY-DE-DOME","Saint-Priest-des-Champs","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63387","PUY-DE-DOME","Saint-Priest-Bramefant","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63386","PUY-DE-DOME","Saint-Pierre-Roche","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63385","PUY-DE-DOME","Saint-Pierre-le-Chastel","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63384","PUY-DE-DOME","Saint-Pierre-la-Bourlhonne","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63383","PUY-DE-DOME","Saint-Pierre-Colamine","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63382","PUY-DE-DOME","Saint-Pardoux","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63381","PUY-DE-DOME","Saint-Ours","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63380","PUY-DE-DOME","Saint-Nectaire","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63379","PUY-DE-DOME","Saint-Myon","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63377","PUY-DE-DOME","Saint-Maurice-pres-Pionsat","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63378","PUY-DE-DOME","Saint-Maurice","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63375","PUY-DE-DOME","Saint-Martin-des-Plains","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63374","PUY-DE-DOME","Saint-Martin-des-Olmes","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63376","PUY-DE-DOME","Saint-Martin-d'Ollieres","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63373","PUY-DE-DOME","Saint-Maigner","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63372","PUY-DE-DOME","Saint-Laure","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63371","PUY-DE-DOME","Saint-Just","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63370","PUY-DE-DOME","Saint-Julien-Puy-Laveze","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63369","PUY-DE-DOME","Saint-Julien-la-Geneste","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63368","PUY-DE-DOME","Saint-Julien-de-Coppel","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63367","PUY-DE-DOME","Saint-Jean-Saint-Gervais","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63366","PUY-DE-DOME","Saint-Jean-en-Val","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63365","PUY-DE-DOME","Saint-Jean-des-Ollieres","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63364","PUY-DE-DOME","Saint-Jean-d'Heurs","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63363","PUY-DE-DOME","Saint-Jacques-d'Ambur","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63362","PUY-DE-DOME","Saint-Ignat","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63359","PUY-DE-DOME","Saint-Hilaire-les-Monges","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63358","PUY-DE-DOME","Saint-Hilaire-la-Croix","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63360","PUY-DE-DOME","Saint-Hilaire","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63357","PUY-DE-DOME","Saint-Herent","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63356","PUY-DE-DOME","Saint-Gervazy","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63355","PUY-DE-DOME","Saint-Gervais-sous-Meymont","Saint-Nectaire","1484"
"Saint-Nectaire","Vache","Pâte pressée non cuite","Cantal et Puy-de-Dôme","1955","63354","PUY-DE-DOME","Saint-Gervais-d'Auvergne","Saint-Nectaire","1484"
